dice,jaccard,sensitivity,specificity,precision,pred_volume,gt_volume,volume_difference,hausdorff,case_id,duke_case,pred_file,gt_file
0.0,0.0,0.0,0.9576935768127441,0.0,88723,0,88723,inf,case_000,DUKE_019,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_000.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_019.nii.gz
0.0,0.0,0.0,0.9992866516113281,0.0,1496,0,1496,inf,case_001,DUKE_021,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_001.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_021.nii.gz
0.0,0.0,0.0,0.9447941780090332,0.0,115775,0,115775,inf,case_002,DUKE_028,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_002.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_028.nii.gz
0.0,0.0,0.0,0.9946227073669434,0.0,11277,0,11277,inf,case_003,DUKE_044,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_003.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_044.nii.gz
0.0,0.0,0.0,0.9965262413024902,0.0,7285,0,7285,inf,case_004,DUKE_046,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_004.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_046.nii.gz
0.0,0.0,0.0,0.9987564086914062,0.0,2608,0,2608,inf,case_005,DUKE_055,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_005.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_055.nii.gz
0.0,0.0,0.0,0.9640545845031738,0.0,75383,0,75383,inf,case_006,DUKE_057,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_006.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_057.nii.gz
0.0,0.0,0.0,0.9980010986328125,0.0,4192,0,4192,inf,case_007,DUKE_060,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_007.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_060.nii.gz
0.0,0.0,0.0,0.9975686073303223,0.0,5099,0,5099,inf,case_008,DUKE_069,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_008.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_069.nii.gz
0.0,0.0,0.0,0.9997982978820801,0.0,423,0,423,inf,case_009,DUKE_086,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_009.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_086.nii.gz
0.0,0.0,0.0,0.9981613159179688,0.0,3856,0,3856,inf,case_010,DUKE_099,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_010.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_099.nii.gz
0.0,0.0,0.0,0.9960706125339538,0.0,8234,1660,6574,103.81714694596457,case_011,DUKE_101,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_011.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_101.nii.gz
0.0,0.0,0.0,0.9953947242755907,0.0,9644,3032,6612,128.32380917039518,case_012,DUKE_116,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_012.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_116.nii.gz
0.0,0.0,0.0,0.9997677803039551,0.0,487,0,487,inf,case_013,DUKE_120,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_013.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_120.nii.gz
0.0,0.0,0.0,0.9992157165817265,0.0,1644,971,673,119.69126952288542,case_014,DUKE_134,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_014.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_134.nii.gz
0.0,0.0,0.0,0.9986639022827148,0.0,2802,0,2802,inf,case_015,DUKE_136,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_015.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_136.nii.gz
0.0,0.0,0.0,0.9916419982910156,0.0,17528,0,17528,inf,case_016,DUKE_157,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_016.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_157.nii.gz
0.0,0.0,0.0,0.9790324964833226,0.0,43972,2,43970,111.2924076476019,case_017,DUKE_163,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_017.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_163.nii.gz
0.0,0.0,0.0,0.9995282404374097,0.0,985,9224,8239,65.68104749469211,case_018,DUKE_167,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_018.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_167.nii.gz
0.0,0.0,0.0,0.9929860104273684,0.0,14610,14172,438,75.0,case_019,DUKE_189,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_019.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_189.nii.gz
0.0,0.0,0.0,0.9940824642825169,0.0,12294,19598,7304,74.78636239315294,case_020,DUKE_205,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_020.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_205.nii.gz
0.0,0.0,0.0,0.9961662292480469,0.0,8040,0,8040,inf,case_021,DUKE_234,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_021.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_234.nii.gz
0.0,0.0,0.0,0.9876970985360116,0.0,25522,22682,2840,60.63827174318213,case_022,DUKE_237,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_022.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_237.nii.gz
0.0,0.0,0.0,1.0,0.0,0,79720,79720,inf,case_023,DUKE_244,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_023.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_244.nii.gz
0.0,0.0,0.0,0.9959425926208496,0.0,8509,0,8509,inf,case_024,DUKE_253,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_024.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_253.nii.gz
0.0,0.0,0.0,0.9886026382446289,0.0,23902,0,23902,inf,case_025,DUKE_271,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_025.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_271.nii.gz
0.08890204571303928,0.046518832545247024,0.13690019193857966,0.9804990772099762,0.06582377777265072,43343,20840,22503,91.59694318043589,case_026,DUKE_283,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_026.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_283.nii.gz
0.0,0.0,0.0,0.9941701889038086,0.0,12226,0,12226,inf,case_027,DUKE_285,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_027.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_285.nii.gz
0.0,0.0,0.0,0.9978618611630732,0.0,4484,1,4483,60.95079983068311,case_028,DUKE_287,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_028.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_287.nii.gz
0.0,0.0,0.0,0.9968518312797948,0.0,6518,26742,20224,98.49365461794989,case_029,DUKE_303,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_029.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_303.nii.gz
0.0,0.0,0.0,0.9459691047668457,0.0,113311,0,113311,inf,case_289,NACT_02,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_289.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_002.nii.gz
0.0,0.0,0.0,0.962620735168457,0.0,78390,0,78390,inf,case_290,NACT_08,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_290.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_008.nii.gz
0.0,0.0,0.0,0.9765281677246094,0.0,49224,0,49224,inf,case_291,NACT_09,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_291.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_009.nii.gz
0.0,0.0,0.0,0.9629693031311035,0.0,77659,0,77659,inf,case_292,NACT_13,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_292.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_013.nii.gz
0.0,0.0,0.0,0.9919304847717285,0.0,16923,0,16923,inf,case_293,NACT_17,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_293.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_017.nii.gz
0.0,0.0,0.0,0.9896864891052246,0.0,21629,0,21629,inf,case_294,NACT_18,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_294.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_018.nii.gz
0.0,0.0,0.0,0.9782161712646484,0.0,45684,0,45684,inf,case_295,NACT_27,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_295.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_027.nii.gz
0.0,0.0,0.0,0.9263300895690918,0.0,154497,0,154497,inf,case_296,NACT_28,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_296.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_028.nii.gz
0.0,0.0,0.0,0.9293522834777832,0.0,148159,0,148159,inf,case_297,NACT_29,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_297.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_029.nii.gz
1.0,1.0,0.0,1.0,0.0,0,0,0,inf,case_298,NACT_32,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_298.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_032.nii.gz
0.0,0.0,0.0,0.927093505859375,0.0,152896,0,152896,inf,case_299,NACT_39,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_299.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_039.nii.gz
0.0,0.0,0.0,0.9348015785217285,0.0,136731,0,136731,inf,case_300,NACT_41,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_300.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_041.nii.gz
0.0,0.0,0.0,0.9350318908691406,0.0,136248,0,136248,inf,case_301,NACT_44,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_301.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_044.nii.gz
0.0,0.0,0.0,0.9881157875061035,0.0,24923,0,24923,inf,case_302,NACT_55,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_302.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_055.nii.gz
0.0,0.0,0.0,0.9454832077026367,0.0,114330,0,114330,inf,case_303,NACT_57,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_303.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_057.nii.gz
0.0,0.0,0.0,0.969637393951416,0.0,63675,0,63675,inf,case_304,NACT_60,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_304.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_060.nii.gz
0.0,0.0,0.0,0.9483399391174316,0.0,108339,0,108339,inf,case_305,NACT_67,C:\Users\usuario\Documents\Mama_Mia\nnunet_predictions_final\case_305.nii.gz,C:\nnUNet_raw\Dataset114_A2_PrePost1_Crops\labelsTs\case_067.nii.gz
